Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8096840,2019-03-08 11:40:35,2018-10-23 13:33:47,76034,19564905,76034,257,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096840.sralite.1,SRX4923709,FMDV_B14-33_A24/SAL/6dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968993,SAMN10280780,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-33_A24/SAL/6dpi,,,,,,,no,,,,,USDA,SRA797754,,public,CD9B921473AF9C814EB821B1D7495942,BCA09C1A6C4E5B92E24A5A4780BCB83D
SRR8096862,2019-03-08 11:40:35,2018-10-23 13:34:52,96277,24636305,96277,255,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096862.sralite.1,SRX4923687,FMDV_B14-34_A24/NAS/2dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968969,SAMN10280785,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/NAS/2dpi,,,,,,,no,,,,,USDA,SRA797754,,public,CA6E4F194F84BA340839B1DAFC88F7B8,B6B6A05A5CAF7EC36729300D60128223
SRR8096874,2019-03-08 11:40:34,2018-10-23 13:34:49,103221,25820675,103221,250,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/096/SRR8096874.sralite.1,SRX4923675,FMDV_B14-34_A24/NAS/4dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968957,SAMN10280788,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/NAS/4dpi,,,,,,,no,,,,,USDA,SRA797754,,public,BB169714E905A9CA3939CED13D5E1EDB,D151447493DE2B9635E2FD8FB646D87F
SRR8096816,2019-03-08 11:40:36,2018-10-23 13:32:45,32039,8126128,32039,253,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096816.sralite.1,SRX4923733,FMDV_B14-34_A24/OPF/28dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969014,SAMN10280794,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/OPF/28dpi,,,,,,,no,,,,,USDA,SRA797754,,public,B711CF1B894E33164F36A041D9A736AE,0D217824F9A1735B48E873F47B73AEFA
SRR8096860,2019-03-08 11:40:35,2018-10-23 13:34:32,88816,23497143,88816,264,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096860.sralite.1,SRX4923689,FMDV_B14-34_A24/OPF/28dpi_raw,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968971,SAMN10280795,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/OPF/28dpi_raw,,,,,,,no,,,,,USDA,SRA797754,,public,371D4BB2EEE9F9579EC5CFDE9D841792,D239EFBA7E53AB690405D1356EDE6D0A
SRR8096815,2019-03-08 11:40:36,2018-10-23 13:33:04,130424,32854240,130424,251,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096815.sralite.1,SRX4923734,FMDV_B14-34_A24/OPF/31dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969015,SAMN10280796,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/OPF/31dpi,,,,,,,no,,,,,USDA,SRA797754,,public,DAC7E5FA3E13C0F7B2C5F52171DC6616,6B49B7772F4729B3F01F02715AD668E6
SRR8096864,2019-03-08 11:40:34,2018-10-23 13:34:47,109428,28932164,109428,264,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/096/SRR8096864.sralite.1,SRX4923685,FMDV_B14-34_A24/SAL/1dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968967,SAMN10280784,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/1dpi,,,,,,,no,,,,,USDA,SRA797754,,public,D0D6DBEC974779F1DE69E3C7F8136AC9,993AF92C4E37C4B822AE5BA659E04A3B
SRR8096863,2019-03-08 11:40:35,2018-10-23 13:34:08,9037,2327192,9037,257,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096863.sralite.1,SRX4923686,FMDV_B14-34_A24/SAL/3dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968968,SAMN10280786,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/3dpi,,,,,,,no,,,,,USDA,SRA797754,,public,F1878386406A5B1F1A06D9A0122F165E,23E73DA2E1D3DB212B409C582B8650A2
SRR8096822,2019-03-08 11:40:36,2018-10-23 13:32:46,49143,13086477,49143,266,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096822.sralite.1,SRX4923727,FMDV_B14-34_A24/SAL/3dpi_raw,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969008,SAMN10280787,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/3dpi_raw,,,,,,,no,,,,,USDA,SRA797754,,public,41AD969BAB2B294F98A0D890C12E6EBC,00F7FB229F26FFC0E3244FCF1414C118
SRR8096870,2019-03-08 11:40:34,2018-10-23 13:37:19,2435970,696795349,2435970,286,268,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096870.sralite.1,SRX4923679,FMDV_B14-34_A24/SAL/5dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968961,SAMN10280789,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/5dpi,,,,,,,no,,,,,USDA,SRA797754,,public,043154D1BD1D8B526FECA95A18525E11,EE9197DB3943D585A310B220267636BE
SRR8096875,2019-03-08 11:40:34,2018-10-23 13:39:36,2972260,848888288,2972260,285,330,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096875.sralite.1,SRX4923674,FMDV_B14-34_A24/SAL/6dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968956,SAMN10280790,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/6dpi,,,,,,,no,,,,,USDA,SRA797754,,public,44924D19766E7D97A302EDF248A018D0,753245E54669A900131C4C1FDA31F618
SRR8096834,2019-03-08 11:40:36,2018-10-23 13:36:49,2256720,646828461,2256720,286,253,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096834.sralite.1,SRX4923717,FMDV_B14-34_A24/SAL/7dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968999,SAMN10280791,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/7dpi,,,,,,,no,,,,,USDA,SRA797754,,public,A05D6ADA384F52B55038788B883B1EE4,18A48323EA0E41B43F23F54FC90D98DD
SRR8096838,2019-03-08 11:40:35,2018-10-23 13:36:34,2413083,687608084,2413083,284,265,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096838.sralite.1,SRX4923711,FMDV_B14-34_A24/SAL/8dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968992,SAMN10280792,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/8dpi,,,,,,,no,,,,,USDA,SRA797754,,public,AB871A6103E288CFF30BA4B3BB19BFA3,B3F985F3B447E64C454C4314820EFE31
SRR8096839,2019-03-08 11:40:35,2018-10-23 13:37:27,3778199,1077395011,3778199,285,418,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096839.sralite.1,SRX4923710,FMDV_B14-34_A24/SAL/9dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968991,SAMN10280793,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-34_A24/SAL/9dpi,,,,,,,no,,,,,USDA,SRA797754,,public,F9AFE27C707F2B132E3E6E5704F78E6F,D2D8C052E5A577DA34C117534F027FB3
SRR8096837,2019-03-08 11:40:36,2018-10-23 13:37:09,3046595,864253408,3046595,283,332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096837.sralite.1,SRX4923713,FMDV_B14-49_A24/NP/10dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968994,SAMN10280799,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-49_A24/NP/10dpi,,,,,,,no,,,,,USDA,SRA797754,,public,0915CAF03DC85F8A216773A8A3A40C10,5C4DA36721E3948E34C51061BBB234D0
SRR8096835,2019-03-08 11:40:36,2018-10-23 13:36:23,2829839,803287934,2829839,283,306,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/096/SRR8096835.sralite.1,SRX4923716,FMDV_B14-49_A24/SAL/2dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968997,SAMN10280797,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-49_A24/SAL/2dpi,,,,,,,no,,,,,USDA,SRA797754,,public,425FD290F3524DA2703CB9C716F4F649,ECFB24BF143A6FF20AEBC1889E14A120
SRR8096836,2019-03-08 11:40:36,2018-10-23 13:39:49,3884135,1100337660,3884135,283,420,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/096/SRR8096836.sralite.1,SRX4923715,FMDV_B14-49_A24/SER/6dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968996,SAMN10280798,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-49_A24/SER/6dpi,,,,,,,no,,,,,USDA,SRA797754,,public,86CF7F1DB788ED13F659EB3258CC8966,1084143E1A57A8A5022F826800240D82
SRR8096825,2019-03-08 11:40:36,2018-10-23 13:33:18,212489,61482795,212489,289,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096825.sralite.1,SRX4923724,FMDV_B14-50_A24/NP/2dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969005,SAMN10280800,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-50_A24/NP/2dpi,,,,,,,no,,,,,USDA,SRA797754,,public,9CBAE30E738F1A8F451AF5FC66374A6A,D23AB6C5F26D42874ED87F70825874A6
SRR8096819,2019-03-08 11:40:36,2018-10-23 13:33:19,331309,92126625,331309,278,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096819.sralite.1,SRX4923730,FMDV_B14-51_A24/NP/2dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969011,SAMN10280801,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-51_A24/NP/2dpi,,,,,,,no,,,,,USDA,SRA797754,,public,7AEB8782EAFCEC20C49123A26C111D6D,AB22C33F96417D699CFB51710814CD95
SRR8096873,2019-03-08 11:40:34,2018-10-23 13:34:58,156547,39123417,156547,249,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096873.sralite.1,SRX4923676,FMDV_B14-57_A24/SAL/2dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968958,SAMN10280802,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-57_A24/SAL/2dpi,,,,,,,no,,,,,USDA,SRA797754,,public,206758FBFFCE5B2A83A653DAAAEE738B,35CA7F6EF26F1527ED84C2A20FFE21D8
SRR8096872,2019-03-08 11:40:34,2018-10-23 13:34:26,10399,2645733,10399,254,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096872.sralite.1,SRX4923677,FMDV_B14-57_A24/SAL/2dpi_raw,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968959,SAMN10280803,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-57_A24/SAL/2dpi_raw,,,,,,,no,,,,,USDA,SRA797754,,public,1C17F46972260312FBF681FB12BAFDE3,009837B0394247B349A05BDA090DB600
SRR8096868,2019-03-08 11:40:34,2018-10-23 13:34:48,195002,49686184,195002,254,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096868.sralite.1,SRX4923681,FMDV_B14-57_A24/SAL/3dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968963,SAMN10280804,simple,12111,Foot-and-mouth disease virus A,FMDV_B14-57_A24/SAL/3dpi,,,,,,,no,,,,,USDA,SRA797754,,public,B95225C9F7A2F004D52FC5657DD393D6,FF4D07F48FB5254A4A8FB7944650B396
SRR8096878,2019-03-08 11:40:34,2018-10-23 13:39:47,2965833,837390473,2965833,282,320,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/096/SRR8096878.sralite.1,SRX4923671,FMDV_B15-12_A24/OPF/28dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968953,SAMN10280809,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-12_A24/OPF/28dpi,,,,,,,no,,,,,USDA,SRA797754,,public,C9DAD34637B2CE903843B173814200FD,2D748EE940775FC8C917E29B2ACE7B86
SRR8096833,2019-03-08 11:40:36,2018-10-23 13:37:27,3644684,1037533621,3644684,284,399,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096833.sralite.1,SRX4923718,FMDV_B15-12_A24/OPF/35dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968998,SAMN10280810,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-12_A24/OPF/35dpi,,,,,,,no,,,,,USDA,SRA797754,,public,77E70E114B9390BE344DF20C23133B23,DEE24F767AA76B403CA0724E520ECA8C
SRR8096865,2019-03-08 11:40:34,2018-10-23 13:34:31,64010,16360880,64010,255,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096865.sralite.1,SRX4923684,FMDV_B15-12_A24/SAL/1dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968966,SAMN10280805,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-12_A24/SAL/1dpi,,,,,,,no,,,,,USDA,SRA797754,,public,A3DC99E21EC1B5E33692B8DCED812416,9A13FF0D0984A5BDFE1D79B1A0EB5600
SRR8096820,2019-03-08 11:40:36,2018-10-23 13:33:31,125450,31438642,125450,250,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096820.sralite.1,SRX4923729,FMDV_B15-12_A24/SAL/2dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969010,SAMN10280806,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-12_A24/SAL/2dpi,,,,,,,no,,,,,USDA,SRA797754,,public,5EE21953A4F8002F1C0B515CF901AAD4,909D7E37C9C278B07F14230F5D7F43F3
SRR8096821,2019-03-08 11:40:36,2018-10-23 13:37:07,3418216,976352100,3418216,285,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096821.sralite.1,SRX4923728,FMDV_B15-12_A24/SAL/3dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969009,SAMN10280807,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-12_A24/SAL/3dpi,,,,,,,no,,,,,USDA,SRA797754,,public,479970AD29C2C20FF129506E893D404E,9CFC52A950D755F53F4615F8CDA01A8D
SRR8096879,2019-03-08 11:40:34,2018-10-23 13:35:16,77581,20710494,77581,266,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096879.sralite.1,SRX4923670,FMDV_B15-12_A24/SAL/3dpi_raw,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968952,SAMN10280808,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-12_A24/SAL/3dpi_raw,,,,,,,no,,,,,USDA,SRA797754,,public,70C5D0E56F5D8E651595E7411F5A5BA7,600E10CDF84D3BE25C9FA8EA96E4212B
SRR8096871,2019-03-08 11:40:34,2018-10-23 13:39:36,3180743,909650909,3180743,285,352,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096871.sralite.1,SRX4923678,FMDV_B15-13_A24/OPF/14dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968960,SAMN10280812,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-13_A24/OPF/14dpi,,,,,,,no,,,,,USDA,SRA797754,,public,8277CDC0C85E52AAD00CD86DC1C8B20E,9AFBE90DEF645D1F808E0F025ED77624
SRR8096817,2019-03-08 11:40:36,2018-10-23 13:39:30,4187298,1197547564,4187298,285,465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/096/SRR8096817.sralite.1,SRX4923732,FMDV_B15-13_A24/OPF/7dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969013,SAMN10280811,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-13_A24/OPF/7dpi,,,,,,,no,,,,,USDA,SRA797754,,public,52E8A2D07ABE62620D6407D07B402184,EBDC7646A39E8B8FBB2E3865694C6B9A
SRR8096813,2019-03-08 11:40:36,2018-10-23 13:36:17,2015780,580697864,2015780,288,227,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/096/SRR8096813.sralite.1,SRX4923736,FMDV_B15-14_A24/NAS/5dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969017,SAMN10280813,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-14_A24/NAS/5dpi,,,,,,,no,,,,,USDA,SRA797754,,public,E90201254350B06E64D7DCD4C21FF8F4,F5C98024467DD3DA7B6D68123E0A16A8
SRR8096814,2019-03-08 11:40:36,2018-10-23 13:37:08,3487606,988006381,3487606,283,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096814.sralite.1,SRX4923735,FMDV_B15-14_A24/OPF/17dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969016,SAMN10280814,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-14_A24/OPF/17dpi,,,,,,,no,,,,,USDA,SRA797754,,public,93C43235A008E434E7E2C51F6742E64E,40BF3BD8C62F86C3E939F7ACE11F93C6
SRR8096832,2019-03-08 11:40:36,2018-10-23 13:36:56,2846387,807318711,2846387,283,312,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096832.sralite.1,SRX4923712,FMDV_B15-14_A24/OPF/28dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3969030,SAMN10280815,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-14_A24/OPF/28dpi,,,,,,,no,,,,,USDA,SRA797754,,public,FF9E0DD37419DDAF449D26CCAD24FC1B,FD8B63507A4722FB086CEBBC68C7D909
SRR8096867,2019-03-08 11:40:34,2018-10-23 13:34:56,227300,65891290,227300,289,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR008/096/SRR8096867.sralite.1,SRX4923682,FMDV_B15-51_A24/NP/8dpi,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3968964,SAMN10280816,simple,12111,Foot-and-mouth disease virus A,FMDV_B15-51_A24/NP/8dpi,,,,,,,no,,,,,USDA,SRA797754,,public,272DAA9A72587C7CE0EA8B5A959B26C7,AD754D5D37315D9DDE3B84D3341BF3E7
SRR7479100,2018-11-29 10:55:13,2018-07-06 14:50:49,44542,13119336,44542,294,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/479/SRR7479100.sralite.1,SRX4348546,FMDV_B16-27_A24/LUNG/24hpe/PTC,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3508288,SAMN09580676,simple,12110,Foot-and-mouth disease virus,FMDV_B16-27_A24/LUNG/24hpe,,,,,,,no,,,,,USDA ARS,SRA734536,,public,220828F5B9A860A061C4E3115B789AFA,65C4C9FA4E98D3041814CBC32C612A9E
SRR7479091,2018-11-29 10:55:13,2018-07-06 14:51:05,103563,29269124,103563,282,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/479/SRR7479091/SRR7479091.sralite.1,SRX4348555,FMDV_B16-27_A24/NAS/24hpe/PTC,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3508297,SAMN09580671,simple,12110,Foot-and-mouth disease virus,FMDV_B16-27_A24/NAS/24hpe,,,,,,,no,,,,,USDA ARS,SRA734536,,public,FF5558CEEC5469F35F2ECDF2A0DC1772,28CC8CBAFBCEDA2020D8B90D42A74221
SRR7479097,2018-11-29 10:55:13,2018-07-06 14:51:21,104094,30074582,104094,288,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/479/SRR7479097/SRR7479097.sralite.1,SRX4348549,FMDV_B16-27_A24/NP1/24hpe/PTC,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3508291,SAMN09580673,simple,12110,Foot-and-mouth disease virus,FMDV_B16-27_A24/NP1/24hpe,,,,,,,no,,,,,USDA ARS,SRA734536,,public,130894614C397D3A406929F3B7261FAE,1487A417E44D0F185C33DF088D7AF693
SRR7479096,2018-11-29 10:55:13,2018-07-06 14:51:12,186180,53235534,186180,285,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/479/SRR7479096.sralite.1,SRX4348550,FMDV_B16-27_A24/NP2/24hpe/PTC,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3508292,SAMN09580674,simple,12110,Foot-and-mouth disease virus,FMDV_B16-27_A24/NP2/24hpe,,,,,,,no,,,,,USDA ARS,SRA734536,,public,EA484263081E52CFFF1D2ECA713D7219,F00DDCA145C68BE3362A1E0C62DE8853
SRR7479095,2018-11-29 10:55:13,2018-07-06 14:51:00,79062,23053114,79062,291,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/479/SRR7479095.sralite.1,SRX4348551,FMDV_B16-27_A24/NP3/24hpe/PTC,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3508293,SAMN09580675,simple,12110,Foot-and-mouth disease virus,FMDV_B16-27_A24/NP3/24hpe,,,,,,,no,,,,,USDA ARS,SRA734536,,public,5424A97C41C02E8EC28FAA0F66C99FBD,6199D9282DCF09C421F08A9D8A74E2FE
SRR7479098,2018-11-29 10:55:13,2018-07-06 14:51:01,69266,20233602,69266,292,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/479/SRR7479098.sralite.1,SRX4348548,FMDV_B16-27_A24/SER/24hpe/PTC,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3508290,SAMN09580672,simple,12110,Foot-and-mouth disease virus,FMDV_B16-27_A24/SER/24hpe,,,,,,,no,,,,,USDA ARS,SRA734536,,public,348011851470E44433AD80C7D70CAE7C,C30F624945DD8B78FC75DF25E50D65D5
